Index,Upazila_or_Thana,District,Area_Zip_Code,Latitude,Longitude,Operator,Active_Network_Available,Network_Level,Satisfaction_Score,Real_Time_Experience
325,Sreebordi,Sherpur,2130,25.18,89.95,GP,4G,Low,3,5
326,Adamdighi,Bogura,5890,24.81666667,89,GP,4G,Moderate,6,5.5
327,Bogura Sadar,Bogura,5800,24.8417,89.375,GP,4G,Good,10,8
328,Dhunot,Bogura,5850,24.6833,89.5375,GP,4G,Low,3,4.5
329,Dhupchancia,Bogura,5880,24.875,89.17,GP,4G,Moderate,6,5.5
330,Gabtali,Bogura,5820,24.875,89.45,GP,4G,Low,3,4.5
331,Kahaloo,Bogura,5870,24.8167,89.2667,GP,4G,Moderate,6,5.5
332,Nandigram,Bogura,5860,24.6611,89.2333,GP,4G,Moderate,6,5.5
333,Sariakandi,Bogura,5830,24.8833,89.5667,GP,4G,Moderate,6,6.5
334,Shajahanpur,Bogura,5801,24.7604,89.3606,GP,4G,Moderate,6,7
335,Sherpur,Bogura,5840,24.66666667,89.41666667,GP,4G,Moderate,6,6
336,Shibganj,Bogura,5810,25.0167,89.3167,GP,4G,Moderate,6,6.5
337,Sonatala,Bogura,5826,25.0333,89.4917,GP,4G,Low,3,5
338,Bholahat,Chapainawabganj,6330,24.89,88.22,GP,4G,Low,3,3.5
339,Gomostapur,Chapainawabganj,6320,24.86,88.37,GP,4G,Low,3,5
340,Nachol,Chapainawabganj,6310,24.73,88.42,GP,4G,Low,3,5
341,Nawabganj Sadar,Chapainawabganj,6300,24.6,88.2667,GP,4G,Moderate,6,7
342,Shibganj,Chapainawabganj,6340,24.6833,88.1667,GP,4G,Moderate,6,6
343,Akkelpur,Joypurhat,5940,24.975,89.02,GP,4G,Moderate,6,5.5
344,Joypurhat Sadar,Joypurhat,5900,25.1,89.03333333,GP,4G,Moderate,6,7
345,Kalai,Joypurhat,5930,25.0583,89.1833,GP,4G,Low,3,4
346,Khetlal,Joypurhat,5920,25.025,89.13333333,GP,4G,Low,3,4.5
347,Panchbibi,Joypurhat,5910,25.195,89.02,GP,4G,Low,3,4
348,Atrai,Naogaon,6596,24.61333333,88.97,GP,4G,Moderate,6,6
349,Badalgachi,Naogaon,6570,24.96666667,88.9,GP,4G,Moderate,6,6
350,Dhamoirhat,Naogaon,6580,25.14,88.85,GP,4G,Low,3,4
351,Manda,Naogaon,6510,24.775,88.67,GP,4G,Moderate,6,6
352,Mohadevpur,Naogaon,6530,24.9183,88.7483,GP,4G,Low,3,4.5
353,Naogaon Sadar,Naogaon,6500,24.805,88.95,GP,4G,Moderate,6,7
354,Niamatpur,Naogaon,6520,24.83,88.55,GP,4G,Low,3,4.5
355,Patnitala,Naogaon,6540,25.05,88.7333,GP,4G,Low,3,4.5
356,Porsha,Naogaon,6550,25.025,88.4833,GP,4G,Low,3,3
357,Raninagar,Naogaon,6590,24.7333,88.975,GP,4G,Moderate,6,6
358,Sapahar,Naogaon,6560,25.125,88.58166667,GP,4G,Low,3,4
359,Bagatipara,Natore,6410,24.33,88.945,GP,4G,Moderate,6,6
360,Baraigram,Natore,6430,24.3083,89.1708,GP,4G,Moderate,6,6.5
361,Gurudaspur,Natore,6440,24.3667,89.25,GP,4G,Moderate,6,5.5
362,Lalpur,Natore,6420,24.1833,88.975,GP,4G,Low,3,3
363,Naldanga,Natore,6403,24.4969,88.9605,GP,4G,Moderate,6,6
364,Natore Sadar,Natore,6400,24.4139,88.93,GP,4G,Good,10,7.5
365,Singra,Natore,6450,24.5,89.13333333,GP,4G,Moderate,6,5.5
366,Atghoria,Pabna,6610,24.1333,89.25,GP,4G,Moderate,6,5.5
367,Bera,Pabna,6680,24.0667,89.625,GP,4G,Low,3,4.5
368,Bhangura,Pabna,6640,24.225,89.4,GP,4G,Moderate,6,5.5
369,Chatmohar,Pabna,6630,24.23,89.3,GP,4G,Low,3,4.5
370,Faridpur,Pabna,6650,24.1583,89.4528,GP,4G,Low,3,4.5
371,Ishwardi,Pabna,6620,24.15,89.0667,GP,4G,Moderate,6,7
372,Pabna Sadar,Pabna,6600,24.005,89.25,GP,4G,Good,10,8
373,Santhia,Pabna,6670,24.0583,89.5333,GP,4G,Low,3,3.5
374,Sujanagar,Pabna,6660,23.9167,89.4333,GP,4G,Low,3,4
375,Bagha,Rajshahi,6280,24.1917,88.8333,GP,4G,Low,3,3.5
376,Bagmara,Rajshahi,6250,24.5639,88.8083,GP,4G,Low,3,4
377,Charghat,Rajshahi,6270,24.2833,88.775,GP,4G,Low,3,4.5
378,Durgapur,Rajshahi,6240,24.4556,88.7667,GP,4G,Low,3,4
379,Godagari,Rajshahi,6290,24.4667,88.3306,GP,4G,Low,3,4
380,Mohanpur,Rajshahi,6220,24.5639,88.65,GP,4G,Low,3,4
381,Paba,Rajshahi,6210,24.4417,88.6278,GP,4G,Moderate,6,5.5
382,Puthia,Rajshahi,6260,24.375,88.85,GP,4G,Moderate,6,6
383,Tanore,Rajshahi,6230,24.6028,88.5806,GP,4G,Low,3,4.5
384,Belkuchi,Sirajganj,6740,24.2917,89.7,GP,4G,Moderate,6,6.5
385,Chowhali,Sirajganj,6752,24.2111,89.7208,GP,4G,Very Low,1,2
386,Kamarkhanda,Sirajganj,6730,24.38,89.65,GP,4G,Low,3,4
387,Kazipur,Sirajganj,6710,24.6417,89.65,GP,4G,Low,3,4.5
388,Raiganj,Sirajganj,6721,24.5014,89.5347,GP,4G,Low,3,4.5
389,Shahzadpur,Sirajganj,6770,24.17,89.58833333,GP,4G,Moderate,6,6.5
390,Sirajganj Sadar,Sirajganj,6700,24.45833,89.7,GP,4G,Good,10,7.5
391,Tarash,Sirajganj,6780,24.4333,89.375,GP,4G,Low,3,4
392,Ullapara,Sirajganj,6760,24.3194,89.5667,GP,4G,Low,3,4.5
393,Birampur,Dinajpur,5266,25.3783,88.9833,GP,4G,Moderate,6,6
394,Birganj,Dinajpur,5220,26,88.5833,GP,4G,Low,3,4.5
395,Birol,Dinajpur,5210,25.6333,88.5333,GP,4G,Moderate,6,6
396,Bochaganj,Dinajpur,5216,25.8,88.4611,GP,4G,Low,3,3
397,Chirirbandar,Dinajpur,5240,25.6625,88.7833,GP,4G,Low,3,5
398,Dinajpur Sadar,Dinajpur,5200,25.6333,88.65,GP,4G,Good,10,9
399,Fulbari,Dinajpur,5260,25.51666667,88.88333333,GP,4G,Low,3,3.5
400,Ghoraghat,Dinajpur,5291,25.2458,89.2167,GP,4G,Low,3,4
401,Hakimpur,Dinajpur,5270,25.2833,89.0167,GP,4G,Low,3,4
402,Kaharol,Dinajpur,5226,25.7917,88.6,GP,4G,Low,3,4
403,Khanshama,Dinajpur,5230,25.9278,88.7333,GP,4G,Low,3,3
404,Nawabganj,Dinajpur,5280,25.4167,89.0833,GP,4G,Low,3,3.5
405,Parbatipur,Dinajpur,5250,25.6533,88.9155,GP,4G,Moderate,6,6
406,Fulchari,Gaibandha,5760,25.1917,89.6167,GP,4G,Low,3,4
407,Gaibandha Sadar,Gaibandha,5700,25.325,89.6278,GP,4G,Good,10,8
408,Gobindaganj,Gaibandha,5740,25.1333,89.3917,GP,4G,Moderate,6,6.5
409,Palashbari,Gaibandha,5730,25.2833,89.35,GP,4G,Moderate,6,6.5
410,Sadullapur,Gaibandha,5710,25.3833,89.4667,GP,4G,Low,3,4.5
411,Saghata,Gaibandha,5750,25.1056,89.5861,GP,4G,Low,3,5
412,Sundarganj,Gaibandha,5720,25.56436222,89.51909,GP,4G,Low,3,4
413,Bhurungamari,Kurigram,5670,26.125,89.6833,GP,4G,Low,3,4
414,Chilmari,Kurigram,5630,25.5667,89.6917,GP,4G,Low,3,4.5
415,Fulbari,Kurigram,5680,25.95,89.56666667,GP,4G,Low,3,3.5
416,Kurigram Sadar,Kurigram,5600,25.8167,89.65,GP,4G,Moderate,6,7
417,Nageswari,Kurigram,5660,25.96,89.74,GP,4G,Low,3,4
418,Rajarhat,Kurigram,5610,25.8,89.55,GP,4G,Low,3,4
419,Char Rajibpur,Kurigram,5650,25.4,89.6917,GP,4G,Low,3,2.5
420,Rowmari,Kurigram,5640,25.5625,89.85,GP,4G,Low,3,3
421,Ulipur,Kurigram,5620,25.6639,89.6333,GP,4G,Low,3,3
422,Aditmari,Lalmonirhat,5510,25.925,89.35,GP,4G,Low,3,3
423,Hatibandha,Lalmonirhat,5530,26.1125,89.1333,GP,4G,Low,3,4.5
424,Kaliganj,Lalmonirhat,5520,25.9676,89.2068,GP,4G,Low,3,4
425,Lalmonirhat Sadar,Lalmonirhat,5500,25.915,89.45,GP,4G,Good,10,7.5
426,Patgram,Lalmonirhat,5540,26.35,89.01666667,GP,4G,Low,3,4
427,Dimla,Nilphamari,5350,26.16,89,GP,4G,Low,3,3
428,Domar,Nilphamari,5340,26.1,88.8361,GP,4G,Low,3,5
429,Jaldhaka,Nilphamari,5330,26.03,88.99,GP,4G,Low,3,4
430,Kishoreganj,Nilphamari,5320,25.9111,89.025,GP,4G,Low,3,4
431,Nilphamari Sadar,Nilphamari,5300,25.9417,88.8444,GP,4G,Moderate,6,6.5
432,Sayedpur,Nilphamari,5310,25.7778,88.8917,GP,4G,Good,10,7.5
433,Atwari,Panchagarh,5040,26.3083,88.4583,GP,4G,Low,3,4.5
434,Boda,Panchagarh,5010,26.2083,88.5597,GP,4G,Low,3,5
435,Debiganj,Panchagarh,5020,26.1185,88.7592,GP,4G,Low,3,4.5
436,Panchagarh Sadar,Panchagarh,5000,26.3347,88.5583,GP,4G,Moderate,6,6
437,Tetulia,Panchagarh,5030,26.48333333,88.35,GP,4G,Low,3,4.5
438,Badarganj,Rangpur,5430,25.66666667,89.05,GP,4G,Low,3,4.5
439,Gangachara,Rangpur,5410,25.85,89.2167,GP,4G,Low,3,4
440,Kaunia,Rangpur,5440,25.7708,89.4167,GP,4G,Low,3,4
441,Mithapukur,Rangpur,5460,25.5417,89.2833,GP,4G,Low,3,5
442,Pirgacha,Rangpur,5450,25.58,89.4,GP,4G,Low,3,4
443,Pirganj,Rangpur,5470,25.4153,89.3167,GP,4G,Moderate,6,6
444,Rangpur Sadar,Rangpur,5400,25.75014,89.23333,GP,4G,Good,10,9
445,Taraganj,Rangpur,5420,25.79,89.04,GP,4G,Low,3,4.5
446,Baliadangi,Thakurgaon,5140,26.1,88.275,GP,4G,Low,3,4.5
447,Haripur,Thakurgaon,5130,25.8083,88.1417,GP,4G,Low,3,3.5
448,Pirganj,Thakurgaon,5110,25.8542,88.3667,GP,4G,Low,3,4
449,Ranisankail,Thakurgaon,5120,25.88833333,88.25166667,GP,4G,Moderate,6,5.5
450,Thakurgaon Sadar,Thakurgaon,5100,26.0208,88.4667,GP,4G,Moderate,6,7
451,Ajmiriganj,Habiganj,3360,24.5472,91.25,GP,4G,Low,3,4
452,Bahubal,Habiganj,3310,24.3556,91.5417,GP,4G,Moderate,6,7
453,Baniachong,Habiganj,3350,24.5417,91.3333,GP,4G,Moderate,6,6
454,Chunarughat,Habiganj,3320,24.2,91.51666667,GP,4G,Low,3,4.5
455,Habiganj Sadar,Habiganj,3300,24.375,91.4167,GP,4G,Moderate,6,7
456,Lakhai,Habiganj,3340,24.2889,91.2167,GP,4G,Low,3,3.5
457,Madhabpur,Habiganj,3330,24.1028,91.2917,GP,4G,Moderate,6,7
458,Nabiganj,Habiganj,3370,24.56666667,91.515,GP,4G,Moderate,6,5.5
459,Sayestaganj,Habiganj,3301,24.2733003,91.4463813,GP,4G,Moderate,6,7
460,Barlekha,Moulvibazar,3250,24.7083,92.2,GP,4G,Low,3,4.5
461,Juri,Moulvibazar,3251,24.58006,92.164672,GP,4G,Low,3,4.5
462,Kamalganj,Moulvibazar,3220,24.3667,91.8667,GP,4G,Low,3,4.5
463,Kulaura,Moulvibazar,3230,24.86833333,92.05916667,GP,4G,Low,3,5
464,Moulvibazar Sadar,Moulvibazar,3200,24.4778,91.7667,GP,4G,Moderate,6,6
465,Rajnagar,Moulvibazar,3240,24.51666667,91.86666667,GP,4G,Low,3,4.5
466,Sreemangal,Moulvibazar,3210,24.3083,91.7333,GP,4G,Moderate,6,6
467,Biswamvarpur,Sunamganj,3010,25.1,91.3,GP,4G,Low,3,3.5
468,Chatak,Sunamganj,3080,25.0417,91.675,GP,4G,Moderate,6,6
469,Dakshin Sunamganj,Sunamganj,3020,24.93951,91.41359,GP,4G,Moderate,6,6
470,Derai,Sunamganj,3040,24.79,91.35,GP,4G,Low,3,3
471,Dharmapasha,Sunamganj,2450,24.9,91.0167,GP,4G,Low,3,3
472,Dowarabazar,Sunamganj,3070,25.05,91.5667,GP,4G,Low,3,3
473,Jagannathpur,Sunamganj,3060,24.76666667,91.55,GP,4G,Low,3,4.5
474,Jamalganj,Sunamganj,3020,24.9833,91.2333,GP,4G,Low,3,5
475,Sulla,Sunamganj,3050,24.6264,91.25,GP,4G,Very Low,1,1
476,Sunamganj Sadar,Sunamganj,3000,25.06666667,91.4,GP,4G,Moderate,6,6.5
477,Tahirpur,Sunamganj,3030,25.0917,91.175,GP,4G,Low,3,3
478,Balaganj,Sylhet,3120,24.6667,91.8333,GP,4G,Low,3,3
479,Beanibazar,Sylhet,3170,24.825,92.1625,GP,4G,Low,3,4
480,Biswanath,Sylhet,3130,24.8083,91.7639,GP,4G,Low,3,4.5
481,Companiganj,Sylhet,3140,25.0791,91.7542,GP,4G,Moderate,6,7
482,Dakshin Surma,Sylhet,3107,24.803,91.914,GP,4G,Low,3,4.5
483,Fenchuganj,Sylhet,3116,24.7083,91.9403,GP,4G,Moderate,6,5.5
484,Golapganj,Sylhet,3160,24.8583,92.0208,GP,4G,Low,3,4.5
485,Gowainghat,Sylhet,3150,25.08,91.97,GP,4G,Low,3,4.5
486,Jointiapur,Sylhet,3156,25.125,92.1167,GP,4G,Low,3,4.5
487,Kanaighat,Sylhet,3180,25.0166,92.2472,GP,4G,Low,3,4.5
488,Osmaninagar,Sylhet,3122,24.718244,91.74657,GP,4G,Low,3,5
489,Sylhet Sadar,Sylhet,3100,24.8917,91.8833,GP,4G,Good,10,8
490,Zakiganj,Sylhet,3190,24.8778,92.3722,GP,4G,Moderate,6,6
491,Gournadi,Barishal,8230,22.9736,90.2306,GP,4G,Low,3,4.5
492,Kawkhali,Pirojpur,8510,22.625799,88.443123,GP,3G/2G,Low,3,2.5
493,Mathbaria,Pirojpur,8560,22.2869,89.9667,GP,3G/2G,Low,3,2.5
494,Nazirpur,Pirojpur,8540,22.77,89.98,GP,3G/2G,Low,3,3
495,Nesarabad,Pirojpur,8522,22.7472,90.1036,GP,3G/2G,Low,3,4
496,Pirojpur Sadar,Pirojpur,8500,22.5778,89.99,GP,3G/2G,Moderate,6,6.5
497,Zianagar,Pirojpur,8502,22.4858,89.9603,GP,3G/2G,Low,3,4
498,Akhaura,Brahmanbaria,3450,23.8833,91.2166,GP,3G/2G,Moderate,6,6
499,Ashuganj,Brahmanbaria,3402,24.0366,91.005,GP,3G/2G,Good,10,8
500,Brahmanbaria Sadar,Brahmanbaria,3400,23.9528,91.1167,GP,3G/2G,Good,10,8
501,Bancharampur,Brahmanbaria,3420,23.7778,90.8083,GP,3G/2G,Good,10,8
502,Bijoynagar,Brahmanbaria,3431,24.0211,91.2797,GP,3G/2G,Moderate,6,5.5
503,Kasba,Brahmanbaria,3460,23.7333,91.1667,GP,3G/2G,Low,3,5
504,Nabinagar,Brahmanbaria,3410,23.8833,90.9833,GP,3G/2G,Low,3,5
505,Nasirnagar,Brahmanbaria,3440,24.1065,91.195,GP,3G/2G,Low,3,5
506,Sarail,Brahmanbaria,3430,24.09247222,91.11977778,GP,3G/2G,Moderate,6,6
507,Alikadam,Bandarban,4650,21.6667,92.3056,GP,3G/2G,Low,3,3
508,Bandarban Sadar,Bandarban,4600,22.2333,92.1917,GP,3G/2G,Low,3,4.5
509,Lama,Bandarban,4640,21.775,92.2,GP,3G/2G,Low,3,3.5
510,Naikhongchhari,Bandarban,4660,21.4167,92.1833,GP,3G/2G,Very Low,1,2
511,Rowangchari,Bandarban,4610,22.1667,92.3333,GP,3G/2G,Very Low,1,1.5
512,Ruma,Bandarban,4620,22.05,92.4167,GP,3G/2G,Low,3,3
513,Thanchi,Bandarban,4630,21.7861,92.4278,GP,3G/2G,Very Low,1,2
514,Chandpur Sadar,Chandpur,3600,23.2139,90.6361,GP,3G/2G,Moderate,6,7
515,Faridganj,Chandpur,3650,23.125,90.7486,GP,3G/2G,Low,3,3.5
516,Haimchar,Chandpur,3660,23.0667,90.6375,GP,3G/2G,Low,3,4
517,Hajiganj,Chandpur,3610,23.25,90.85,GP,3G/2G,Low,3,5
518,Kachua,Chandpur,3630,23.35,90.8917,GP,3G/2G,Low,3,3.5
519,Matlab (Dakshin),Chandpur,3640,23.35,90.7083,GP,3G/2G,Low,3,4.5
520,Matlab (Uttar),Chandpur,3600,23.45,90.63,GP,3G/2G,Low,3,4.5
521,Shahrasti,Chandpur,3620,23.2222,90.95,GP,3G/2G,Low,3,4.5
522,Anwara,Chittagong,4376,22.2167,91.9111,GP,3G/2G,Low,3,5
523,Banskhali,Chittagong,4390,22.025,91.955,GP,3G/2G,Low,3,4.5
524,Boalkhali,Chittagong,4366,22.3778,91.9208,GP,3G/2G,Low,3,3
525,Chandanish,Chittagong,4380,22.2111,92.0417,GP,3G/2G,Low,3,5
526,Fatikchari,Chittagong,4350,22.75,91.74,GP,3G/2G,Low,3,3.5
527,Karnaphuli,Chittagong,4370,22.3,91.9,GP,3G/2G,Moderate,6,6.5
528,Lohagara,Chittagong,4396,22.0083,92.1056,GP,3G/2G,Low,3,5
529,Mirsharai,Chittagong,4320,22.7722,91.575,GP,3G/2G,Moderate,6,6.5
530,Patiya,Chittagong,4370,22.3,91.9833,GP,3G/2G,Moderate,6,5.5
531,Rangunia,Chittagong,4360,22.4667,92.0833,GP,3G/2G,Low,3,3.5
532,Raozan,Chittagong,4340,22.5333,91.9333,GP,3G/2G,Low,3,4.5
533,Sandwip,Chittagong,4300,22.4833,91.4417,GP,3G/2G,Low,3,4
534,Satkania,Chittagong,4386,22.08833333,92.085,GP,3G/2G,Low,3,5
535,Sitakunda,Chittagong,4310,22.61666667,91.66166667,GP,3G/2G,Low,3,4.5
536,Chakoria,Cox'S Bazar,4741,21.7861,92.0778,GP,3G/2G,Moderate,6,5.5
537,Cox's Bazar Sadar,Cox'S Bazar,4700,21.45,91.9833,GP,3G/2G,Good,10,7.5
538,Kutubdia,Cox'S Bazar,4720,21.8167,91.8583,GP,3G/2G,Low,3,5
539,Moheshkhali,Cox'S Bazar,4710,21.55,91.95,GP,3G/2G,Low,3,4
540,Pekua,Cox'S Bazar,4740,21.825,91.975,GP,3G/2G,Low,3,3.5
541,Ramu,Cox'S Bazar,4730,21.45833333,92.1,GP,3G/2G,Moderate,6,5.5
542,Teknaf,Cox'S Bazar,4760,20.8667,92.3,GP,3G/2G,Low,3,4
543,Ukhiya,Cox'S Bazar,4750,21.22,92.12,GP,3G/2G,Low,3,5
544,Barura,Cumilla,3560,23.375,91.0583,GP,3G/2G,Low,3,5
545,Brahmanpara,Cumilla,3526,23.6167,91.1083,GP,3G/2G,Moderate,6,5.5
546,Burichong,Cumilla,3520,23.55,91.12666667,GP,3G/2G,Low,3,4
547,Chandina,Cumilla,3510,23.4833,91.0083,GP,3G/2G,Low,3,5
548,Chauddagram,Cumilla,3550,23.22,91.3,GP,3G/2G,Low,3,5
549,Cumilla Sadar,Cumilla,3500,23.4583,91.1833,GP,3G/2G,Good,10,8
550,Cumilla Sadar Daksin,Cumilla,3500,23.3667,91.2,GP,3G/2G,Moderate,6,7
551,Daudkandi,Cumilla,3516,23.5333,90.7167,GP,3G/2G,Moderate,6,7
552,Debidwar,Cumilla,3530,23.6,90.9917,GP,3G/2G,Low,3,4
553,Homna,Cumilla,3546,23.6833,90.7917,GP,3G/2G,Moderate,6,6
554,Laksham,Cumilla,3570,23.24666667,91.12833333,GP,3G/2G,Moderate,6,6
555,Lalmai,Cumilla,3560,23.36002,91.15254,GP,3G/2G,Low,3,5
556,Meghna,Cumilla,3515,23.627,90.7037,GP,3G/2G,Low,3,4.5
557,Monohorganj,Cumilla,3623,23.1667,91.0667,GP,3G/2G,Low,3,4
558,Muradnagar,Cumilla,3540,23.6385,90.9325,GP,3G/2G,Low,3,5
559,Nangalkot,Cumilla,3580,23.13,91.22,GP,3G/2G,Low,3,4
560,Titas,Cumilla,3546,23.6,90.7667,GP,3G/2G,Low,3,4.5
561,Chhagalniya,Feni,3910,23.0361,91.5194,GP,3G/2G,Low,3,4
562,Daganbhuiyan,Feni,3920,22.9375,91.3042,GP,3G/2G,Low,3,4.5
563,Amtali,Barguna,8710,22.1294,90.2289,GP,3G/2G,Low,3,4
564,Bamna,Barguna,8730,22.3014,90.1,GP,3G/2G,Low,3,3.5
565,Barguna Sadar,Barguna,8700,22.1508,90.1264,GP,3G/2G,Moderate,6,5.5
566,Betagi,Barguna,8740,22.4167,90.1681,GP,3G/2G,Low,3,3
567,Patharghata,Barguna,8720,22.03333333,89.96666667,GP,3G/2G,Low,3,2.5
568,Taltali,Barguna,8720,22.00146,90.00295,GP,3G/2G,Very Low,1,2
569,Agailjhara,Barishal,8240,22.9667,90.15,GP,3G/2G,Moderate,6,6
570,Babuganj,Barishal,8210,22.8319,90.3222,GP,3G/2G,Low,3,5
571,Bakerganj,Barishal,8280,22.55,90.3389,GP,3G/2G,Low,3,3.5
572,Banaripara,Barishal,8530,22.7819,90.1667,GP,3G/2G,Low,3,4
573,Barishal Sadar,Barishal,8200,22.7,90.3667,GP,3G/2G,Good,10,8
574,Hizla,Barishal,8260,22.9,90.5083,GP,3G/2G,Low,3,4
575,Mehendiganj,Barishal,8270,22.8319,90.5333,GP,3G/2G,Low,3,4
576,Muladi,Barishal,8250,22.915,90.415,GP,3G/2G,Low,3,4.5
577,Uzirpur,Barishal,8220,22.8111,90.2444,GP,3G/2G,Moderate,6,6
578,Bhola-S,Bhola,8300,22.6903,90.6525,GP,3G/2G,Moderate,6,6
579,Borhanuddin,Bhola,8320,22.5,90.7217,GP,3G/2G,Low,3,3.5
580,Charfassion,Bhola,8340,22.1847,90.7625,GP,3G/2G,Low,3,4.5
581,Daulatkhan,Bhola,8310,22.6069,90.7358,GP,3G/2G,Low,3,2.5
582,Lalmohan,Bhola,8330,22.3211,90.7472,GP,3G/2G,Low,3,3.5
583,Monpura,Bhola,8360,22.2986,90.9792,GP,3G/2G,Low,3,2.5
584,Tazumuddin,Bhola,8350,22.4167,90.8486,GP,3G/2G,Low,3,3
585,Jhalokathi Sadar,Jhalokathi,8400,22.6406,90.19868,GP,3G/2G,Moderate,6,5.5
586,Kathalia,Jhalokathi,8430,22.4,90.125,GP,3G/2G,Low,3,3
587,Nalchity,Jhalokathi,8420,22.6222,90.2708,GP,3G/2G,Low,3,4
588,Rajapur,Jhalokathi,8410,22.5667,90.1417,GP,3G/2G,Low,3,4
589,Bauphal,Patuakhali,8620,22.45,90.53,GP,3G/2G,Low,3,4
590,Dashmina,Patuakhali,8630,22.2833,90.5903,GP,3G/2G,Low,3,4
591,Dumki,Patuakhali,8602,22.43333333,90.36666667,GP,3G/2G,Low,3,3.5
592,Galachipa,Patuakhali,8640,22.1639,90.4306,GP,3G/2G,Low,3,4
593,Kalapara,Patuakhali,8650,21.9861,90.2422,GP,3G/2G,Low,3,3.5
594,Mirzaganj,Patuakhali,8610,22.36,90.22,GP,3G/2G,Low,3,3
595,Patuakhali Sadar,Patuakhali,8600,22.3542,90.3181,GP,3G/2G,Moderate,6,6.5
596,Rangabali,Patuakhali,8640,21.9333,90.4333,GP,3G/2G,Very Low,1,2
597,Bhandaria,Pirojpur,8550,22.4889,90.0733,GP,3G/2G,Low,3,4
598,Hathazari,Chittagong,4330,22.51666667,91.8,GP,3G/2G,Low,3,4.5
599,Feni Sadar,Feni,3900,23.0167,91.3917,GP,3G/2G,Moderate,6,6.5
600,Fulgazi,Feni,3942,23.13333333,91.43333333,GP,3G/2G,Low,3,3.5
601,Porshuram,Feni,3940,23.21666667,91.44166667,GP,3G/2G,Low,3,3.5
602,Sonagazi,Feni,3930,22.85,91.3917,GP,3G/2G,Low,3,4.5
603,Dighinala,Khagrachari,4420,23.2583,92.0583,GP,3G/2G,Low,3,2.5
604,Guimara,Khagrachari,4440,22.9604,91.8695,GP,3G/2G,Low,3,3
605,Khagrachari Sadar,Khagrachari,4400,23.0417,91.9944,GP,3G/2G,Low,3,4.5
606,Laxmichari,Khagrachari,4470,22.81,91.94,GP,3G/2G,Low,3,2.5
607,Mahalchari,Khagrachari,4430,22.92,92.025,GP,3G/2G,Low,3,2.5
608,Manikchari,Khagrachari,4460,22.8347,91.8361,GP,3G/2G,Low,3,3
609,Matiranga,Khagrachari,4450,23.0417,91.875,GP,3G/2G,Low,3,2.5
610,Panchari,Khagrachari,4410,23.3,91.88,GP,3G/2G,Low,3,2.5
611,Ramgarh,Khagrachari,4440,22.9667,91.7,GP,3G/2G,Low,3,3
612,Komol Nagar, Laxmipur,3731,22.73,90.88,GP,3G/2G,Low,3,3.5
613, Laxmipur Sadar, Laxmipur,3700,22.95,90.825,GP,3G/2G,Moderate,6,6.5
614,Raipur, Laxmipur,3710,23.0333,90.775,GP,3G/2G,Low,3,4
615,Ramganj, Laxmipur,3720,23.105,90.875,GP,3G/2G,Low,3,5
616,Ramgati, Laxmipur,3730,22.72,90.89,GP,3G/2G,Low,3,4
617,Begumganj,Noakhali,3820,22.95,91.1,GP,3G/2G,Moderate,6,5.5
618,Chatkhil,Noakhali,3870,23.05,90.9583,GP,3G/2G,Low,3,5
619,Companiganj,Noakhali,3851,22.875,91.2833,GP,3G/2G,Low,3,4
620,Hatiya,Noakhali,3890,22.3667,91.125,GP,3G/2G,Low,3,2.5
621,Kabir Hat,Noakhali,3807,22.8333,91.2,GP,3G/2G,Low,3,3
622,Noakhali Sadar,Noakhali,3806,22.8256,91.1014,GP,3G/2G,Moderate,6,6.5
623,Senbag,Noakhali,3860,23,91.23,GP,3G/2G,Low,3,4
624,Sonaimuri,Noakhali,3827,23.03833333,91.10833333,GP,3G/2G,Low,3,4.5
625,Subarna Char,Noakhali,3812,22.6833,91.11,GP,3G/2G,Low,3,2.5
626,Baghaichari,Rangamati,4590,23.15,92.1917,GP,3G/2G,Very Low,1,1
627,Barkal,Rangamati,4570,22.7333,92.3583,GP,3G/2G,Very Low,1,0.5
628,Belaichari,Rangamati,4550,22.4667,92.375,GP,3G/2G,Very Low,1,0.5
629,Juraichari,Rangamati,4560,22.6667,92.3833,GP,3G/2G,Very Low,1,0.5
630,Kaptai,Rangamati,4530,22.5,92.2167,GP,3G/2G,Low,3,3
631,Kaukhali,Rangamati,4510,22.5333,92.0167,GP,3G/2G,Low,3,2
632,Langadu,Rangamati,4580,22.95,92.15,GP,3G/2G,Very Low,1,1
633,Nanniarchar,Rangamati,4520,22.8583,92.1167,GP,3G/2G,Very Low,1,1
634,Rajosthali,Rangamati,4540,22.3833,92.2417,GP,3G/2G,Very Low,1,1.5
635,Rangamati Sadar,Rangamati,4500,22.65,92.1833,GP,3G/2G,Moderate,6,6
636,Dhamrai,Dhaka,1350,23.90833333,90.21666667,GP,3G/2G,Moderate,6,6.5
637,Dohar,Dhaka,1330,23.5958,90.1222,GP,3G/2G,Moderate,6,6
638,Keraniganj,Dhaka,1310,23.68333333,90.33333333,GP,3G/2G,Good,10,7.5
639,Nawabganj,Dhaka,1320,23.6667,90.1667,GP,3G/2G,Moderate,6,5.5
640,Savar,Dhaka,1340,23.88,90.28,GP,3G/2G,Moderate,6,6.5
641,Alfadanga,Faridpur,7870,23.2833,89.7167,GP,3G/2G,Low,3,3.5
642,Bhanga,Faridpur,7830,23.3833,89.9833,GP,3G/2G,Moderate,6,6.5
